uid,datetime,latitude,longitude,date,time,day_of_week,month,year
1463,2018-04-24 06:36:29,-1.26426660944345,36.74698523415729,2018-04-24,06:36:29,Tuesday,April,2018
1464,2018-04-24 06:41:28,-1.32983701041026,36.8558095032721,2018-04-24,06:41:28,Tuesday,April,2018
1465,2018-04-24 06:46:59,-1.33139815369328,36.8885547604,2018-04-24,06:46:59,Tuesday,April,2018
1466,2018-04-24 06:55:58,-1.34438868979863,36.9026322461547,2018-04-24,06:55:58,Tuesday,April,2018
1467,2018-04-24 07:03:29,-1.2325985108307,36.873749503364,2018-04-24,07:03:29,Tuesday,April,2018
1468,2018-04-24 07:03:58,-1.32983701041026,36.8558095032721,2018-04-24,07:03:58,Tuesday,April,2018
1469,2018-04-24 07:08:28,-1.33143606788501,36.8885257668545,2018-04-24,07:08:28,Tuesday,April,2018
1470,2018-04-24 07:25:58,-1.29595969529771,36.7818894617969,2018-04-24,07:25:58,Tuesday,April,2018
1471,2018-04-24 07:28:28,-1.3262893522840702,36.85017070182621,2018-04-24,07:28:28,Tuesday,April,2018
1472,2018-04-24 08:07:58,-1.3453435985574902,36.902495695366895,2018-04-24,08:07:58,Tuesday,April,2018
1473,2018-04-24 08:12:58,-1.34536401037303,36.902474503745296,2018-04-24,08:12:58,Tuesday,April,2018
1474,2018-04-24 08:16:29,-1.3444590051428795,36.90255400160471,2018-04-24,08:16:29,Tuesday,April,2018
1475,2018-04-24 08:17:59,-1.3444590051428795,36.90255400160471,2018-04-24,08:17:59,Tuesday,April,2018
1476,2018-04-24 08:21:58,-1.33139815369328,36.8885547604,2018-04-24,08:21:58,Tuesday,April,2018
1477,2018-04-24 21:36:58,-1.21906719968389,36.8917852095321,2018-04-24,21:36:58,Tuesday,April,2018
1478,2018-04-24 21:46:28,-1.2186369542494901,36.8913614321549,2018-04-24,21:46:28,Tuesday,April,2018
1479,2018-04-24 21:48:58,-1.21906719968389,36.8917852095321,2018-04-24,21:48:58,Tuesday,April,2018
1480,2018-04-24 22:17:28,-1.2037443307379099,36.917527483384,2018-04-24,22:17:28,Tuesday,April,2018
1481,2018-04-25 06:01:58,-1.1859357155002301,36.906668761707,2018-04-25,06:01:58,Wednesday,April,2018
1482,2018-04-25 07:15:28,-1.19834141095028,36.9016211033994,2018-04-25,07:15:28,Wednesday,April,2018
1483,2018-04-25 07:35:28,-1.1960298430744198,36.90172862712139,2018-04-25,07:35:28,Wednesday,April,2018
1484,2018-04-25 07:51:58,-1.1859357155002301,36.906668761707,2018-04-25,07:51:58,Wednesday,April,2018
1485,2018-04-25 10:14:29,-1.28971661943614,36.8100013400168,2018-04-25,10:14:29,Wednesday,April,2018
1486,2018-04-25 10:48:29,-1.19834141095028,36.9016211033994,2018-04-25,10:48:29,Wednesday,April,2018
1487,2018-04-25 12:06:29,-1.27306111238582,36.8129184019364,2018-04-25,12:06:29,Wednesday,April,2018
1488,2018-04-25 13:21:59,-1.32254706026042,36.8430337529755,2018-04-25,13:21:59,Wednesday,April,2018
1489,2018-04-25 14:33:58,-1.32375094669638,36.7979303498989,2018-04-25,14:33:58,Wednesday,April,2018
1491,2018-04-25 21:18:28,-1.22516343085179,36.8834791833704,2018-04-25,21:18:28,Wednesday,April,2018
1492,2018-04-26 06:01:28,-1.25640151074036,36.8552620033542,2018-04-26,06:01:28,Thursday,April,2018
1493,2018-04-26 06:13:58,-1.25641987343312,36.8552761028285,2018-04-26,06:13:58,Thursday,April,2018
1494,2018-04-26 06:16:59,-1.25640151074036,36.8552620033542,2018-04-26,06:16:59,Thursday,April,2018
1495,2018-04-26 08:30:28,-1.2562189748168,36.8552681770652,2018-04-26,08:30:28,Thursday,April,2018
1496,2018-04-26 08:54:58,-1.3049175183177901,36.8265130020267,2018-04-26,08:54:58,Thursday,April,2018
1497,2018-04-26 09:25:28,-1.3107593053357098,36.7246654316555,2018-04-26,09:25:28,Thursday,April,2018
1498,2018-04-26 10:07:29,-1.33443661035642,36.8831876032289,2018-04-26,10:07:29,Thursday,April,2018
1499,2018-04-26 10:11:28,-1.11907251168763,36.6184080035925,2018-04-26,10:11:28,Thursday,April,2018
1500,2018-04-26 11:18:58,-1.2186369542494901,36.8913614321549,2018-04-26,11:18:58,Thursday,April,2018
1501,2018-04-26 12:11:58,-1.21906719968389,36.8917852095321,2018-04-26,12:11:58,Thursday,April,2018
1502,2018-04-26 12:31:28,-1.2186369542494901,36.8913614321549,2018-04-26,12:31:28,Thursday,April,2018
1503,2018-04-26 12:37:28,-1.2186369542494901,36.8913614321549,2018-04-26,12:37:28,Thursday,April,2018
1504,2018-04-26 12:58:28,-1.2186369542494901,36.8913614321549,2018-04-26,12:58:28,Thursday,April,2018
1505,2018-04-26 13:40:28,-1.3315755416634099,36.7835747743418,2018-04-26,13:40:28,Thursday,April,2018
1506,2018-04-26 17:35:28,-1.24568710454935,36.679327669095294,2018-04-26,17:35:28,Thursday,April,2018
1507,2018-04-26 18:04:58,-1.2463903607700801,36.87998775334521,2018-04-26,18:04:58,Thursday,April,2018
1508,2018-04-26 18:09:28,-1.34296797047441,36.7665557232083,2018-04-26,18:09:28,Thursday,April,2018
1509,2018-04-26 18:42:29,-1.27493381149678,36.8234167409223,2018-04-26,18:42:29,Thursday,April,2018
1510,2018-04-26 21:01:58,-1.2562189748168,36.8552681770652,2018-04-26,21:01:58,Thursday,April,2018
1511,2018-04-26 21:15:58,-1.2521874020910702,36.8593670969785,2018-04-26,21:15:58,Thursday,April,2018
1512,2018-04-27 07:46:28,-1.24478301088143,36.866854236923,2018-04-27,07:46:28,Friday,April,2018
1513,2018-04-27 08:02:28,-1.24470155700656,36.866803492332004,2018-04-27,08:02:28,Friday,April,2018
1514,2018-04-27 10:51:58,-1.11802464119581,37.0098691971455,2018-04-27,10:51:58,Friday,April,2018
1515,2018-04-27 11:55:59,-1.32027301063747,36.717670003301,2018-04-27,11:55:59,Friday,April,2018
1516,2018-04-27 13:34:58,-1.32493171052967,36.7838831032735,2018-04-27,13:34:58,Friday,April,2018
1517,2018-04-27 14:52:58,-1.28513841063762,36.8389258033071,2018-04-27,14:52:58,Friday,April,2018
1518,2018-04-27 16:59:28,-1.24470155700656,36.866803492332004,2018-04-27,16:59:28,Friday,April,2018
1519,2018-04-27 18:22:28,-1.33143606788501,36.8885257668545,2018-04-27,18:22:28,Friday,April,2018
1520,2018-04-27 18:32:58,-1.1065813556103,37.01540148174121,2018-04-27,18:32:58,Friday,April,2018
1521,2018-04-30 06:06:13,-1.25936693070694,36.843122763198,2018-04-30,06:06:13,Monday,April,2018
1522,2018-04-30 06:12:43,-1.25936693070694,36.843122763198,2018-04-30,06:12:43,Monday,April,2018
1523,2018-04-30 06:21:43,-1.2623229107057699,36.865900803327996,2018-04-30,06:21:43,Monday,April,2018
1524,2018-04-30 15:40:24,-1.3444590051428795,36.90255400160471,2018-04-30,15:40:24,Monday,April,2018
1525,2018-04-30 20:09:24,-1.3256779446226499,36.8480729403738,2018-04-30,20:09:24,Monday,April,2018
1526,2018-04-30 21:23:54,-1.11802464119581,37.0098691971455,2018-04-30,21:23:54,Monday,April,2018
1529,2018-05-01 07:49:24,-1.32353649834444,36.84444245058421,2018-05-01,07:49:24,Tuesday,May,2018
1530,2018-05-01 07:49:24,-1.32353649834444,36.84444245058421,2018-05-01,07:49:24,Tuesday,May,2018
1531,2018-05-01 18:10:25,-1.34079171061128,36.6667333032909,2018-05-01,18:10:25,Tuesday,May,2018
1532,2018-05-01 18:54:24,-1.2374144193034,36.8438361299349,2018-05-01,18:54:24,Tuesday,May,2018
1533,2018-05-01 21:30:24,-1.32956976574454,36.855826213763706,2018-05-01,21:30:24,Tuesday,May,2018
1534,2018-05-01 21:39:24,-1.33136020360679,36.862594325845606,2018-05-01,21:39:24,Tuesday,May,2018
1535,2018-05-02 06:50:24,-1.35227817302708,36.7629537310735,2018-05-02,06:50:24,Wednesday,May,2018
1536,2018-05-02 07:01:54,-1.3522471842738102,36.7629592711869,2018-05-02,07:01:54,Wednesday,May,2018
1538,2018-05-02 07:30:25,-1.1312573980829,36.9809724274912,2018-05-02,07:30:25,Wednesday,May,2018
1539,2018-05-02 07:33:24,-1.2852865105668798,36.8840535032869,2018-05-02,07:33:24,Wednesday,May,2018
1540,2018-05-02 07:35:24,-1.3522471842738102,36.7629592711869,2018-05-02,07:35:24,Wednesday,May,2018
1541,2018-05-02 07:38:24,-1.25019303082078,36.8207532433586,2018-05-02,07:38:24,Wednesday,May,2018
1542,2018-05-02 07:44:54,-1.28539222574599,36.8832627885051,2018-05-02,07:44:54,Wednesday,May,2018
1543,2018-05-02 07:45:54,-1.28539222574599,36.8832627885051,2018-05-02,07:45:54,Wednesday,May,2018
1544,2018-05-02 07:47:54,-1.2852865105668798,36.8840535032869,2018-05-02,07:47:54,Wednesday,May,2018
1545,2018-05-02 08:49:54,-1.3021435105897499,36.8167432032923,2018-05-02,08:49:54,Wednesday,May,2018
1546,2018-05-02 09:03:24,-1.28892801062434,36.835961003303204,2018-05-02,09:03:24,Wednesday,May,2018
1547,2018-05-02 09:35:54,-1.28539222574599,36.8832627885051,2018-05-02,09:35:54,Wednesday,May,2018
1548,2018-05-02 10:32:24,-1.28253481066924,36.82390660331539,2018-05-02,10:32:24,Wednesday,May,2018
1549,2018-05-02 11:21:24,-1.31658533647308,36.833825221504796,2018-05-02,11:21:24,Wednesday,May,2018
1550,2018-05-02 11:53:24,-1.3160098148403,36.8137448763399,2018-05-02,11:53:24,Wednesday,May,2018
1551,2018-05-02 11:54:24,-1.18987571947112,36.8395692911125,2018-05-02,11:54:24,Wednesday,May,2018
1552,2018-05-02 12:22:24,-1.29681331444998,36.876311789467394,2018-05-02,12:22:24,Wednesday,May,2018
1553,2018-05-02 12:22:54,-1.29681331444998,36.876311789467394,2018-05-02,12:22:54,Wednesday,May,2018
1554,2018-05-02 14:19:24,-1.14923796102426,36.6670427033374,2018-05-02,14:19:24,Wednesday,May,2018
1555,2018-05-02 16:01:24,-1.2819755105763202,36.8964886032925,2018-05-02,16:01:24,Wednesday,May,2018
1556,2018-05-02 17:45:54,-1.28539222574599,36.8832627885051,2018-05-02,17:45:54,Wednesday,May,2018
1557,2018-05-02 17:46:54,-1.2981747599023898,36.8006529216,2018-05-02,17:46:54,Wednesday,May,2018
1558,2018-05-02 18:10:54,-1.30561891062837,36.775310203301295,2018-05-02,18:10:54,Wednesday,May,2018
1559,2018-05-02 18:33:54,-1.2256835108475501,36.884932203369296,2018-05-02,18:33:54,Wednesday,May,2018
1560,2018-05-02 18:54:54,-1.2575150107746298,36.830224003345705,2018-05-02,18:54:54,Wednesday,May,2018
1561,2018-05-02 20:06:56,-1.28144191049276,36.9617414032718,2018-05-02,20:06:56,Wednesday,May,2018
1562,2018-05-02 20:39:25,-1.28997647737896,36.770349869982795,2018-05-02,20:39:25,Wednesday,May,2018
1563,2018-05-02 20:39:54,-1.28997647737896,36.770349869982795,2018-05-02,20:39:54,Wednesday,May,2018
1564,2018-05-02 22:01:24,-1.26744143487214,36.83551840231209,2018-05-02,22:01:24,Wednesday,May,2018
1565,2018-05-02 22:11:54,-1.2453560107806598,36.8676520033494,2018-05-02,22:11:54,Wednesday,May,2018
1566,2018-05-02 22:14:24,-1.24470155700656,36.866803492332004,2018-05-02,22:14:24,Wednesday,May,2018
1567,2018-05-02 22:21:54,-1.24478301088143,36.866854236923,2018-05-02,22:21:54,Wednesday,May,2018
1568,2018-05-02 22:50:54,-1.24478301088143,36.866854236923,2018-05-02,22:50:54,Wednesday,May,2018
1569,2018-05-02 23:19:24,-1.28511461065052,36.8292343033103,2018-05-02,23:19:24,Wednesday,May,2018
1570,2018-05-03 05:58:54,-1.33143606788501,36.8885257668545,2018-05-03,05:58:54,Thursday,May,2018
1571,2018-05-03 06:01:54,-1.33143606788501,36.8885257668545,2018-05-03,06:01:54,Thursday,May,2018
1572,2018-05-03 06:02:24,-1.33143606788501,36.8885257668545,2018-05-03,06:02:24,Thursday,May,2018
1573,2018-05-03 06:22:24,-1.27493381149678,36.8234167409223,2018-05-03,06:22:24,Thursday,May,2018
1574,2018-05-03 08:37:24,-1.3787514263402,36.7700219697276,2018-05-03,08:37:24,Thursday,May,2018
1575,2018-05-03 10:57:54,-1.33143606788501,36.8885257668545,2018-05-03,10:57:54,Thursday,May,2018
1576,2018-05-03 11:01:24,-1.33210371027724,36.92618070314921,2018-05-03,11:01:24,Thursday,May,2018
1577,2018-05-03 12:23:54,-1.34438868979863,36.9026322461547,2018-05-03,12:23:54,Thursday,May,2018
1579,2018-05-03 17:42:24,-1.28126521067655,36.8227376033174,2018-05-03,17:42:24,Thursday,May,2018
1581,2018-05-03 18:35:24,-1.2037443307379099,36.917527483384,2018-05-03,18:35:24,Thursday,May,2018
1582,2018-05-03 18:42:24,-1.2037443307379099,36.917527483384,2018-05-03,18:42:24,Thursday,May,2018
1584,2018-05-03 19:19:54,-1.2970143834142198,36.875657998600296,2018-05-03,19:19:54,Thursday,May,2018
1585,2018-05-03 19:38:54,-1.2257561108727801,36.8849726032901,2018-05-03,19:38:54,Thursday,May,2018
1586,2018-05-03 20:03:54,-1.21797781086762,36.8962966033757,2018-05-03,20:03:54,Thursday,May,2018
1587,2018-05-03 20:16:24,-1.11720711118115,37.00827840347071,2018-05-03,20:16:24,Thursday,May,2018
1588,2018-05-03 20:25:54,-1.11720711118115,37.00827840347071,2018-05-03,20:25:54,Thursday,May,2018
1589,2018-05-03 20:39:24,-1.11720711118115,37.00827840347071,2018-05-03,20:39:24,Thursday,May,2018
1590,2018-05-03 20:51:54,-1.11720711118115,37.00827840347071,2018-05-03,20:51:54,Thursday,May,2018
1591,2018-05-03 21:15:54,-1.11720711118115,37.00827840347071,2018-05-03,21:15:54,Thursday,May,2018
1592,2018-05-03 21:39:24,-1.11802464119581,37.0098691971455,2018-05-03,21:39:24,Thursday,May,2018
1593,2018-05-03 22:09:54,-1.3308545104153102,36.86446750308671,2018-05-03,22:09:54,Thursday,May,2018
1594,2018-05-03 22:25:54,-1.11720711118115,37.00827840347071,2018-05-03,22:25:54,Thursday,May,2018
1595,2018-05-04 06:15:24,-1.24478301088143,36.866854236923,2018-05-04,06:15:24,Friday,May,2018
1596,2018-05-04 08:41:24,-1.2437350109196499,36.76822500338579,2018-05-04,08:41:24,Friday,May,2018
1597,2018-05-04 12:43:24,-1.2842698107701205,36.741037903339794,2018-05-04,12:43:24,Friday,May,2018
1600,2018-05-04 19:42:54,-1.25908001094157,36.7780300032778,2018-05-04,19:42:54,Friday,May,2018
1601,2018-05-04 20:14:24,-1.27781531129998,36.9690020535827,2018-05-04,20:14:24,Friday,May,2018
1602,2018-05-05 00:34:24,-1.23380161279392,36.8731698056836,2018-05-05,00:34:24,Saturday,May,2018
1603,2018-05-05 05:29:54,-1.28322629853161,36.830118351014,2018-05-05,05:29:54,Saturday,May,2018
1604,2018-05-05 05:30:54,-1.28157365993785,36.8279552984782,2018-05-05,05:30:54,Saturday,May,2018
1605,2018-05-05 06:46:24,-1.14923796102426,36.6670427033374,2018-05-05,06:46:24,Saturday,May,2018
1606,2018-05-05 07:10:54,-1.2037443307379099,36.917527483384,2018-05-05,07:10:54,Saturday,May,2018
1607,2018-05-05 07:13:24,-1.14924411109529,36.9620097034438,2018-05-05,07:13:24,Saturday,May,2018
1608,2018-05-05 08:52:54,-1.27508676096317,36.8236817033716,2018-05-05,08:52:54,Saturday,May,2018
1609,2018-05-05 09:15:24,-1.2310315443989899,36.8775973348898,2018-05-05,09:15:24,Saturday,May,2018
1610,2018-05-05 12:28:24,-1.33430683652177,36.7795050006036,2018-05-05,12:28:24,Saturday,May,2018
1611,2018-05-05 12:52:24,-1.33583299383184,36.77677045900921,2018-05-05,12:52:24,Saturday,May,2018
1612,2018-05-05 14:08:54,-1.2186369542494901,36.8913614321549,2018-05-05,14:08:54,Saturday,May,2018
1613,2018-05-06 02:27:54,-1.28539222574599,36.8832627885051,2018-05-06,02:27:54,Sunday,May,2018
1614,2018-05-06 07:14:24,-1.27248522823729,36.8140043258423,2018-05-06,07:14:24,Sunday,May,2018
1615,2018-05-06 07:21:24,-1.27248522823729,36.8140043258423,2018-05-06,07:21:24,Sunday,May,2018
1616,2018-05-06 13:58:24,-1.26261808449677,36.7185235021257,2018-05-06,13:58:24,Sunday,May,2018
1617,2018-05-06 16:00:54,-1.26426660944345,36.74698523415729,2018-05-06,16:00:54,Sunday,May,2018
1618,2018-05-06 16:14:54,-1.26453606094829,36.7387774533703,2018-05-06,16:14:54,Sunday,May,2018
1619,2018-05-06 19:24:54,-1.26744143487214,36.83551840231209,2018-05-06,19:24:54,Sunday,May,2018
1620,2018-05-06 19:56:24,-1.3221310434486298,36.707482226331,2018-05-06,19:56:24,Sunday,May,2018
1621,2018-05-06 21:39:54,-1.26433113609309,36.7469843524426,2018-05-06,21:39:54,Sunday,May,2018
1622,2018-05-07 06:08:54,-1.31963276778804,36.8379822621182,2018-05-07,06:08:54,Monday,May,2018
1623,2018-05-07 06:33:54,-1.24479261558771,36.8676989548545,2018-05-07,06:33:54,Monday,May,2018
1624,2018-05-07 06:35:54,-1.2047652295034,36.786685615945395,2018-05-07,06:35:54,Monday,May,2018
1625,2018-05-07 06:52:54,-1.2233753109887,36.785733603404296,2018-05-07,06:52:54,Monday,May,2018
1626,2018-05-07 06:59:54,-1.3089846205338798,36.835691743277295,2018-05-07,06:59:54,Monday,May,2018
1627,2018-05-07 07:35:54,-1.30921751767361,36.7278085643515,2018-05-07,07:35:54,Monday,May,2018
1628,2018-05-07 07:50:54,-1.26032854423438,36.7708487699924,2018-05-07,07:50:54,Monday,May,2018
1629,2018-05-07 07:54:54,-1.30921751767361,36.7278085643515,2018-05-07,07:54:54,Monday,May,2018
1630,2018-05-07 07:55:24,-1.30921751767361,36.7278085643515,2018-05-07,07:55:24,Monday,May,2018
1631,2018-05-07 08:11:54,-1.26305121247365,36.76382011946321,2018-05-07,08:11:54,Monday,May,2018
1632,2018-05-07 08:14:54,-1.26378897205483,36.7639349848911,2018-05-07,08:14:54,Monday,May,2018
1633,2018-05-07 08:20:54,-1.2311885512248,36.6701635402351,2018-05-07,08:20:54,Monday,May,2018
1634,2018-05-07 08:28:24,-1.26220449317231,36.866547361673604,2018-05-07,08:28:24,Monday,May,2018
1635,2018-05-07 08:33:24,-1.26378897205483,36.7639349848911,2018-05-07,08:33:24,Monday,May,2018
1636,2018-05-07 09:10:54,-1.28443181057705,36.8874389032922,2018-05-07,09:10:54,Monday,May,2018
1637,2018-05-07 09:30:24,-1.3641376101854599,36.9121154031781,2018-05-07,09:30:24,Monday,May,2018
1639,2018-05-07 15:28:24,-1.32815651050347,36.8707640046704,2018-05-07,15:28:24,Monday,May,2018
1640,2018-05-07 15:50:24,-1.18143901117524,36.9380360033818,2018-05-07,15:50:24,Monday,May,2018
1641,2018-05-07 15:56:24,-1.26914301074553,36.8325853700047,2018-05-07,15:56:24,Monday,May,2018
1642,2018-05-07 16:17:24,-1.26680754579467,36.8346389023024,2018-05-07,16:17:24,Monday,May,2018
1643,2018-05-07 16:23:24,-1.18143901117524,36.9380360033818,2018-05-07,16:23:24,Monday,May,2018
1646,2018-05-07 19:50:24,-1.25558158388327,36.797058418781795,2018-05-07,19:50:24,Monday,May,2018
1647,2018-05-07 21:24:24,-1.32343962050059,36.7080832744743,2018-05-07,21:24:24,Monday,May,2018
1648,2018-05-08 05:51:54,-1.22572351346483,36.8849485172725,2018-05-08,05:51:54,Tuesday,May,2018
1649,2018-05-08 05:52:24,-1.22572351346483,36.8849485172725,2018-05-08,05:52:24,Tuesday,May,2018
1650,2018-05-08 05:52:54,-1.25002537148201,36.8211229213831,2018-05-08,05:52:54,Tuesday,May,2018
1651,2018-05-08 06:00:54,-1.25014875693816,36.8214609907696,2018-05-08,06:00:54,Tuesday,May,2018
1652,2018-05-08 06:56:54,-1.25936693070694,36.843122763198,2018-05-08,06:56:54,Tuesday,May,2018
1653,2018-05-08 06:58:54,-1.33195702932342,36.7835609485933,2018-05-08,06:58:54,Tuesday,May,2018
1654,2018-05-08 08:15:54,-1.10401841165395,36.696863603587396,2018-05-08,08:15:54,Tuesday,May,2018
1655,2018-05-08 09:14:24,-1.4593590950863502,37.007467623477,2018-05-08,09:14:24,Tuesday,May,2018
1656,2018-05-08 09:28:54,-1.33025064952415,36.86655540173121,2018-05-08,09:28:54,Tuesday,May,2018
1657,2018-05-08 13:22:54,-1.29941764956175,36.886100766969,2018-05-08,13:22:54,Tuesday,May,2018
1658,2018-05-08 15:27:54,-1.27308891073749,36.8046016033339,2018-05-08,15:27:54,Tuesday,May,2018
1659,2018-05-08 17:58:24,-1.32758571051182,36.7883463032686,2018-05-08,17:58:24,Tuesday,May,2018
1660,2018-05-08 18:09:24,-1.32758571051182,36.7883463032686,2018-05-08,18:09:24,Tuesday,May,2018
1661,2018-05-08 18:17:54,-1.2561550107479098,36.8552190033394,2018-05-08,18:17:54,Tuesday,May,2018
1662,2018-05-08 20:48:24,-1.26744143487214,36.83551840231209,2018-05-08,20:48:24,Tuesday,May,2018
1663,2018-05-08 21:06:54,-1.2559272384129199,36.6954911034031,2018-05-08,21:06:54,Tuesday,May,2018
1664,2018-05-08 21:11:24,-1.26744143487214,36.83551840231209,2018-05-08,21:11:24,Tuesday,May,2018
1665,2018-05-08 21:18:24,-1.26058993504824,36.7185158632065,2018-05-08,21:18:24,Tuesday,May,2018
1666,2018-05-09 05:14:24,-1.26058993504824,36.7185158632065,2018-05-09,05:14:24,Wednesday,May,2018
1667,2018-05-09 05:54:24,-1.2622707575670702,36.7265400227758,2018-05-09,05:54:24,Wednesday,May,2018
1668,2018-05-09 05:58:54,-1.26261808449677,36.7185235021257,2018-05-09,05:58:54,Wednesday,May,2018
1669,2018-05-09 05:59:24,-1.26261808449677,36.7185235021257,2018-05-09,05:59:24,Wednesday,May,2018
1670,2018-05-09 06:03:54,-1.26058993504824,36.7185158632065,2018-05-09,06:03:54,Wednesday,May,2018
1671,2018-05-09 06:19:54,-1.26261808449677,36.7185235021257,2018-05-09,06:19:54,Wednesday,May,2018
1672,2018-05-09 06:19:54,-1.26058993504824,36.7185158632065,2018-05-09,06:19:54,Wednesday,May,2018
1673,2018-05-09 06:26:54,-1.26058993504824,36.7185158632065,2018-05-09,06:26:54,Wednesday,May,2018
1674,2018-05-09 06:27:54,-1.26261808449677,36.7185235021257,2018-05-09,06:27:54,Wednesday,May,2018
1675,2018-05-09 06:28:24,-1.26058993504824,36.7185158632065,2018-05-09,06:28:24,Wednesday,May,2018
1676,2018-05-09 06:29:54,-1.32815651050347,36.8707640046704,2018-05-09,06:29:54,Wednesday,May,2018
1677,2018-05-09 06:37:24,-1.26058993504824,36.7185158632065,2018-05-09,06:37:24,Wednesday,May,2018
1678,2018-05-09 06:39:24,-1.26261808449677,36.7185235021257,2018-05-09,06:39:24,Wednesday,May,2018
1679,2018-05-09 06:39:54,-1.26261808449677,36.7185235021257,2018-05-09,06:39:54,Wednesday,May,2018
1680,2018-05-09 06:50:54,-1.33143606788501,36.8885257668545,2018-05-09,06:50:54,Wednesday,May,2018
1681,2018-05-09 06:53:24,-1.26261808449677,36.7185235021257,2018-05-09,06:53:24,Wednesday,May,2018
1682,2018-05-09 06:55:54,-1.26261808449677,36.7185235021257,2018-05-09,06:55:54,Wednesday,May,2018
1683,2018-05-09 06:58:24,-1.26261808449677,36.7185235021257,2018-05-09,06:58:24,Wednesday,May,2018
1684,2018-05-09 07:00:54,-1.26261808449677,36.7185235021257,2018-05-09,07:00:54,Wednesday,May,2018
1685,2018-05-09 07:01:24,-1.2608505109283201,36.716734003376395,2018-05-09,07:01:24,Wednesday,May,2018
1686,2018-05-09 07:03:24,-1.25590141063773,36.69550015789829,2018-05-09,07:03:24,Wednesday,May,2018
1687,2018-05-09 07:03:54,-1.26058993504824,36.7185158632065,2018-05-09,07:03:54,Wednesday,May,2018
1688,2018-05-09 07:04:54,-1.26087391546054,36.7167386502027,2018-05-09,07:04:54,Wednesday,May,2018
1689,2018-05-09 07:06:54,-1.33139815369328,36.8885547604,2018-05-09,07:06:54,Wednesday,May,2018
1690,2018-05-09 07:07:24,-1.26087391546054,36.7167386502027,2018-05-09,07:07:24,Wednesday,May,2018
1691,2018-05-09 07:09:24,-1.26261808449677,36.7185235021257,2018-05-09,07:09:24,Wednesday,May,2018
1692,2018-05-09 07:10:24,-1.26087391546054,36.7167386502027,2018-05-09,07:10:24,Wednesday,May,2018
1693,2018-05-09 07:10:54,-1.26087391546054,36.7167386502027,2018-05-09,07:10:54,Wednesday,May,2018
1694,2018-05-09 07:11:24,-1.26261808449677,36.7185235021257,2018-05-09,07:11:24,Wednesday,May,2018
1695,2018-05-09 07:11:24,-1.2319320376282,36.6682338785344,2018-05-09,07:11:24,Wednesday,May,2018
1696,2018-05-09 07:18:54,-1.33139815369328,36.8885547604,2018-05-09,07:18:54,Wednesday,May,2018
1697,2018-05-09 07:20:24,-1.26261808449677,36.7185235021257,2018-05-09,07:20:24,Wednesday,May,2018
1698,2018-05-09 07:28:54,-1.26058993504824,36.7185158632065,2018-05-09,07:28:54,Wednesday,May,2018
1699,2018-05-09 07:30:54,-1.2608505109283201,36.716734003376395,2018-05-09,07:30:54,Wednesday,May,2018
1700,2018-05-09 07:32:24,-1.26087391546054,36.7167386502027,2018-05-09,07:32:24,Wednesday,May,2018
1701,2018-05-09 07:32:54,-1.26087391546054,36.7167386502027,2018-05-09,07:32:54,Wednesday,May,2018
1702,2018-05-09 07:36:24,-1.26261808449677,36.7185235021257,2018-05-09,07:36:24,Wednesday,May,2018
1703,2018-05-09 07:38:54,-1.2608505109283201,36.716734003376395,2018-05-09,07:38:54,Wednesday,May,2018
1704,2018-05-09 07:38:54,-1.2608505109283201,36.716734003376395,2018-05-09,07:38:54,Wednesday,May,2018
1705,2018-05-09 07:39:24,-1.26058993504824,36.7185158632065,2018-05-09,07:39:24,Wednesday,May,2018
1706,2018-05-09 07:43:24,-1.2833060106614498,36.8271530033133,2018-05-09,07:43:24,Wednesday,May,2018
1707,2018-05-09 07:48:24,-1.26058993504824,36.7185158632065,2018-05-09,07:48:24,Wednesday,May,2018
1708,2018-05-09 07:49:24,-1.26087391546054,36.7167386502027,2018-05-09,07:49:24,Wednesday,May,2018
1709,2018-05-09 07:49:24,-1.2608505109283201,36.716734003376395,2018-05-09,07:49:24,Wednesday,May,2018
1710,2018-05-09 07:49:54,-1.2608505109283201,36.716734003376395,2018-05-09,07:49:54,Wednesday,May,2018
1711,2018-05-09 07:50:24,-1.26058993504824,36.7185158632065,2018-05-09,07:50:24,Wednesday,May,2018
1712,2018-05-09 07:58:24,-1.26087391546054,36.7167386502027,2018-05-09,07:58:24,Wednesday,May,2018
1713,2018-05-09 08:00:24,-1.1702846111595702,36.8404428034557,2018-05-09,08:00:24,Wednesday,May,2018
1714,2018-05-09 08:14:54,-1.29860819533962,36.7607322116575,2018-05-09,08:14:54,Wednesday,May,2018
1715,2018-05-09 08:19:54,-1.33139815369328,36.8885547604,2018-05-09,08:19:54,Wednesday,May,2018
1716,2018-05-09 08:35:54,-1.26426660944345,36.74698523415729,2018-05-09,08:35:54,Wednesday,May,2018
1717,2018-05-09 08:50:54,-1.26058993504824,36.7185158632065,2018-05-09,08:50:54,Wednesday,May,2018
1718,2018-05-09 08:57:54,-1.26058993504824,36.7185158632065,2018-05-09,08:57:54,Wednesday,May,2018
1719,2018-05-09 09:02:54,-1.26058993504824,36.7185158632065,2018-05-09,09:02:54,Wednesday,May,2018
1720,2018-05-09 09:06:24,-1.26058993504824,36.7185158632065,2018-05-09,09:06:24,Wednesday,May,2018
1721,2018-05-09 09:47:24,-1.2592257585231001,36.7811318304235,2018-05-09,09:47:24,Wednesday,May,2018
